"","id","bacia","monit","data","epoca","class","rio","munic","od","dbo","cf","ph","ct","st","clod","cldbo","clcf","clst","clph","clct"
"2167","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1987-09-10,"Inverno","2","Miringuava","São José dos Pinhais",8.54,1,110,7.4,NA,84,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro",NA
"2168","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1988-03-17,"Verão","2","Miringuava","São José dos Pinhais",6.9,1,1100,7.5,NA,167,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro",NA
"2169","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1988-04-26,"Outono","2","Miringuava","São José dos Pinhais",7.12,1,2300,6.2,NA,123,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro",NA
"2170","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1988-06-20,"Outono","2","Miringuava","São José dos Pinhais",8.3,1,350,6.6,NA,99,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro",NA
"2171","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1988-09-21,"Inverno","2","Miringuava","São José dos Pinhais",6.86,2,7000,7,NA,74,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro",NA
"2172","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1989-03-20,"Outono","2","Miringuava","São José dos Pinhais",6.2,4,2200,6.4,NA,190,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro",NA
"2173","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1989-06-06,"Outono","2","Miringuava","São José dos Pinhais",8.8,3,280,7.4,NA,30,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro",NA
"2174","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1989-08-23,"Inverno","2","Miringuava","São José dos Pinhais",7.4,1,2300,6.5,NA,130,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro",NA
"2175","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1990-07-03,"Inverno","2","Miringuava","São José dos Pinhais",8.52,1,1300,7,NA,70,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro",NA
"2176","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1990-09-05,"Inverno","2","Miringuava","São José dos Pinhais",8.2,1,5000,7.1,NA,74,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro",NA
"2177","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1990-11-19,"Primavera","2","Miringuava","São José dos Pinhais",6.1,2,500,6.3,NA,118,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro",NA
"2178","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1991-08-19,"Inverno","2","Miringuava","São José dos Pinhais",8.06,4,21,7.1,800,81,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"2179","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1993-12-07,"Primavera","2","Miringuava","São José dos Pinhais",6.5,2,300,6.9,2700,122,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"2180","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1994-01-12,"Verão","2","Miringuava","São José dos Pinhais",7.5,6,1100,7.4,2800,420,"Esperado da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"2181","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1994-04-12,"Outono","2","Miringuava","São José dos Pinhais",7.6,9,500,7.2,5000,47,"Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"2182","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1994-07-12,"Inverno","2","Miringuava","São José dos Pinhais",9.1,3,1700,7.4,3500,74,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"2183","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1994-09-22,"Inverno","2","Miringuava","São José dos Pinhais",8.3,1,800,7.3,1700,90,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"2184","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1994-10-18,"Primavera","2","Miringuava","São José dos Pinhais",7.7,1,2300,7.3,5000,123,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"2185","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1994-12-01,"Primavera","2","Miringuava","São José dos Pinhais",6.6,4,5600,6.7,12800,120,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2186","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1995-04-27,"Outono","2","Miringuava","São José dos Pinhais",7.8,1,1400,7.1,2100,9,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"2187","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1995-07-24,"Inverno","2","Miringuava","São José dos Pinhais",8.5,2,800,7.2,8000,80,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2188","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1996-03-11,"Verão","2","Miringuava","São José dos Pinhais",5.6,2,300,7,5000,117,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"2189","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1996-05-13,"Outono","2","Miringuava","São José dos Pinhais",8.6,1,170,7.5,500,93,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"2190","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1996-08-14,"Inverno","2","Miringuava","São José dos Pinhais",8.2,4,800,6.9,14000,106,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2191","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1997-10-13,"Primavera","2","Miringuava","São José dos Pinhais",5.8,4,170,6.3,2800,85,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"2192","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1998-07-29,"Inverno","2","Miringuava","São José dos Pinhais",7.9,2,2,7.1,5000,103,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"2193","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",1999-04-28,"Outono","2","Miringuava","São José dos Pinhais",8.2,2,11,7.3,1100,90,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"2194","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2004-08-25,"Inverno","2","Miringuava","São José dos Pinhais",8.1,3,NA,7.6,NA,68,"Esperado da classe 2","Esperado da classe 2",NA,"Esperado da classe 2","Neutro",NA
"2195","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2004-10-20,"Primavera","2","Miringuava","São José dos Pinhais",6.1,6,30000,6.9,50000,95,"Esperado da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2196","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2005-03-04,"Verão","2","Miringuava","São José dos Pinhais",7.8,2,17000,6.8,22000,104,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2197","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2005-04-20,"Outono","2","Miringuava","São José dos Pinhais",6,5,220000,6.9,1600000,127,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2198","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2005-06-23,"Inverno","2","Miringuava","São José dos Pinhais",7.9,2,17000,6.7,50000,75,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2199","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2005-09-19,"Inverno","2","Miringuava","São José dos Pinhais",6.9,2,11000,5.8,50000,55,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Ácida","Superior ao limite da classe 2"
"2200","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2006-02-22,"Verão","2","Miringuava","São José dos Pinhais",4.9,2,130000,6.7,240000,100,"Inferior ao limite da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2201","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2006-04-26,"Outono","2","Miringuava","São José dos Pinhais",8.2,2.3,130000,6.9,230000,38,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2202","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2006-11-16,"Primavera","2","Miringuava","São José dos Pinhais",6.9,3,50000,7,80000,68,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2203","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2007-04-04,"Outono","2","Miringuava","São José dos Pinhais",5.5,4.7,2400000,7.4,3000000,148,"Esperado da classe 2","Esperado da classe 2","Limite Excedido","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2204","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2007-10-24,"Primavera","2","Miringuava","São José dos Pinhais",6.6,2.1,110000,7.1,170000,83,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2205","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2008-04-08,"Outono","2","Miringuava","São José dos Pinhais",5.4,2,27000,7.1,130000,38,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2206","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2008-06-24,"Inverno","2","Miringuava","São José dos Pinhais",7.8,2,4900,6.6,11000,86,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2207","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2008-09-29,"Primavera","2","Miringuava","São José dos Pinhais",7.8,2.9,28000,7.1,350000,185,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2208","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2009-01-29,"Verão","2","Miringuava","São José dos Pinhais",6.2,11,79000,6.6,170000,52,"Esperado da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2209","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2009-07-21,"Inverno","2","Miringuava","São José dos Pinhais",8.5,2.5,49000,6.8,170000,21,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2210","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2009-11-24,"Primavera","2","Miringuava","São José dos Pinhais",5.8,2.4,22000,6.9,240000,143,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2211","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2010-03-30,"Outono","2","Miringuava","São José dos Pinhais",5.6,2,14000,6.9,28000,90,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2212","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2010-06-21,"Inverno","2","Miringuava","São José dos Pinhais",7.4,2.4,130000,7,130000,140,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2213","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2010-10-28,"Primavera","2","Miringuava","São José dos Pinhais",6.7,2,540000,7.2,540000,144,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2214","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2011-04-07,"Outono","2","Miringuava","São José dos Pinhais",6.4,2.2,110000,6.7,350000,85,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2215","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2011-08-08,"Inverno","2","Miringuava","São José dos Pinhais",6.6,2,2200,6.4,79000,84,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2216","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2011-11-22,"Primavera","2","Miringuava","São José dos Pinhais",6.6,2,4900,7.5,NA,83,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro",NA
"2217","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2012-05-28,"Outono","2","Miringuava","São José dos Pinhais",6.4,2,4800,6.7,920000,111,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2218","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2012-11-19,"Primavera","2","Miringuava","São José dos Pinhais",6.9,3,3300,7.3,130000,244,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2219","65015400","Iguaçu","65015400 - AI07 - CACHOEIRA",2013-08-13,"Inverno","2","Miringuava","São José dos Pinhais",8.1,2.7,2300,7.3,130000,100,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2220","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1993-10-06,"Primavera","2","Iguacu","São José dos Pinhais",2.7,2,13000,6.7,130000,122,"Inferior ao limite da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2221","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1993-11-29,"Primavera","2","Iguacu","São José dos Pinhais",3,6,17000,7,170000,194,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2222","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1994-02-07,"Verão","2","Iguacu","São José dos Pinhais",3.3,3,20000,7,20000,95,"Inferior ao limite da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2223","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1994-03-23,"Outono","2","Iguacu","São José dos Pinhais",0.3,14,170000,7,999999,170,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2224","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1994-04-11,"Outono","2","Iguacu","São José dos Pinhais",0.9,7,170000,7,999999,122,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2225","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1994-09-26,"Primavera","2","Iguacu","São José dos Pinhais",0.2,65,999999,7.3,999999,350,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2226","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1994-10-24,"Primavera","2","Iguacu","São José dos Pinhais",1.6,7,330000,7.2,999999,173,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2227","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1995-04-27,"Outono","2","Iguacu","São José dos Pinhais",1.7,8,20000,7.1,20000,15,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2228","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1995-07-26,"Inverno","2","Iguacu","São José dos Pinhais",1.4,17,20000,7.1,999999,158,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2229","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1996-03-05,"Verão","2","Iguacu","São José dos Pinhais",2.2,4,140000,6.9,999999,207,"Inferior ao limite da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2230","65017020","Iguaçu","65017020 - AI51 - PONTE DO COTIA",1993-11-29,"Primavera","2","Cotia","São José dos Pinhais",7.5,3,300,6.9,1700,96,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Esperado da classe 2"
"2231","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1996-07-15,"Inverno","2","Iguacu","São José dos Pinhais",4.7,4,80000,7.2,500000,94,"Inferior ao limite da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2232","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1996-08-21,"Inverno","2","Iguacu","São José dos Pinhais",1.9,14,1700,7.4,13000,158,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2233","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1996-09-16,"Inverno","2","Iguacu","São José dos Pinhais",2.9,6,280000,6.9,999999,160,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2234","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1996-10-16,"Primavera","2","Iguacu","São José dos Pinhais",2,6,70000,7,350000,145,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2235","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1996-11-12,"Primavera","2","Iguacu","São José dos Pinhais",1.3,6,999999,7.5,999999,159,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2236","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1997-05-20,"Outono","2","Iguacu","São José dos Pinhais",0.6,40,999999,6.9,999999,181,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2237","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1997-07-29,"Inverno","2","Iguacu","São José dos Pinhais",1.2,6,5e+05,7.2,999999,163,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2238","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1997-08-26,"Inverno","2","Iguacu","São José dos Pinhais",3.8,7,3e+05,6.6,999999,174,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2239","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1997-09-24,"Primavera","2","Iguacu","São José dos Pinhais",1.9,5,50000,7.8,500000,184,"Inferior ao limite da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2240","65017020","Iguaçu","65017020 - AI51 - PONTE DO COTIA",1994-12-01,"Primavera","2","Cotia","São José dos Pinhais",7.7,1,6300,7.1,12400,260,"Esperado da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2241","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1997-10-28,"Primavera","2","Iguacu","São José dos Pinhais",2.6,7,50000,7,500000,89,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2242","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1997-11-26,"Primavera","2","Iguacu","São José dos Pinhais",2.5,3,60000,6.4,500000,84,"Inferior ao limite da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2243","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1998-03-02,"Verão","2","Iguacu","São José dos Pinhais",2.6,3,7000,6.5,350000,123,"Inferior ao limite da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2244","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1998-04-13,"Outono","2","Iguacu","São José dos Pinhais",2.9,3,800,6.6,170000,117,"Inferior ao limite da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2245","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1998-05-18,"Outono","2","Iguacu","São José dos Pinhais",2.8,10,13000,7.1,800000,192,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2246","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1998-06-22,"Inverno","2","Iguacu","São José dos Pinhais",4.4,6,70000,6.3,999999,153,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2247","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1998-09-14,"Inverno","2","Iguacu","São José dos Pinhais",2.6,6,50000,7,900000,288,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2248","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1998-10-21,"Primavera","2","Iguacu","São José dos Pinhais",3,5,50000,7,280000,102,"Inferior ao limite da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2249","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1998-12-02,"Primavera","2","Iguacu","São José dos Pinhais",0.3,62,999999,7.1,999999,290,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2250","65017020","Iguaçu","65017020 - AI51 - PONTE DO COTIA",1996-03-05,"Verão","2","Cotia","São José dos Pinhais",6.1,1,500,6.7,7000,91,"Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2251","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1999-02-01,"Verão","2","Iguacu","São José dos Pinhais",3.3,8,50000,6.8,230000,248,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2252","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1999-03-03,"Verão","2","Iguacu","São José dos Pinhais",2.7,4,28000,6.9,999999,137,"Inferior ao limite da classe 2","Esperado da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2253","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1999-04-05,"Outono","2","Iguacu","São José dos Pinhais",2.5,6,13000,6.2,110000,252,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2254","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1999-05-03,"Outono","2","Iguacu","São José dos Pinhais",1.3,8,21000,7,999999,136,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2255","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1999-05-31,"Outono","2","Iguacu","São José dos Pinhais",3.5,12,8e+05,7.1,999999,148,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2256","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",1999-09-16,"Inverno","2","Iguacu","São José dos Pinhais",1,9,160000,7.2,160000,188,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2257","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",2000-05-18,"Outono","2","Iguacu","São José dos Pinhais",1.1,15,9e+05,7,999999,200,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2258","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",2000-06-23,"Inverno","2","Iguacu","São José dos Pinhais",3.9,20,999999,6.9,999999,140,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2259","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",2001-03-07,"Verão","2","Iguacu","São José dos Pinhais",3.4,5.1,110000,7.1,999999,260,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
"2260","65017006","Iguaçu","65017006 - AI24 - PONTE DO UMBARAZINHO",2001-07-05,"Inverno","2","Iguacu","São José dos Pinhais",4,7.9,130000,7,800000,155,"Inferior ao limite da classe 2","Superior ao limite da classe 2","Superior ao limite da classe 2","Esperado da classe 2","Neutro","Superior ao limite da classe 2"
